Name,Day,Friends,Description,Group,Notes,Type,URL,Visited
teamLab Botanical Garden Osaka,Day 2,You + Nana,"21:00-22:30 — Nighttime digital art woven through Nagai Botanical Garden—glowing eggs, mirrored ponds, and luminous bamboo groves.",Osaka,"Subway Midosuji Line to Nagai (20 min from Shinsaibashi). Allow 90 minutes to wander loops; bring lightweight tripod alternative. Booking: Secure 18:00 entry slot (¥1,800 pp) through teamLab website two months ahead. With You + Nana Budget around £19.46 Late slot keeps night flexible; pack tripod alternative.",Immersive Art,https://maps.google.com/?cid=4949594704093356283,No
Osaka Castle Park sunrise stroll,Day 3,You + Nana (invite Phil if in town),"07:30-09:00 — Catch morning light over Nishinomaru Garden, then head up the keep for historical exhibits.",Osaka Castle,"Keihan line to Temmabashi, walk 10 minutes via OAP. Arrive before tour buses. Booking: Reserve skip-the-line tickets via Klook to avoid queues. With You + Nana Budget around £8.65 Collect commemorative goshuin; scout photo spots for Nicole & Ken later.",Culture,https://maps.google.com/?cid=1081374622389182017,No
Sakaisuji Honmachi brunch at & COFFEE MAISON,Day 3,You + Nana (invite Phil if in town),09:30-10:30 — Refuel with soufflé pancakes and seasonal fruit sodas before heading north.,Osaka Kita,Walk 12 minutes from Osaka Castle Park; arrive when doors open to skip queues. Booking: Book online waiting list if visiting peak Sunday. With You + Nana Budget around £16.22 Order matcha latte for Nana; grab pastry for later shinkansen snacks.,Food,https://maps.google.com/?cid=17824513151163237395,No
Osaka Museum of Housing and Living,Day 3,You + Nana (invite Phil if in town),11:00-12:30 — Wander Edo-period Osaka streets recreated indoors—rent yukata for photos and learn urban history.,Osaka,Subway to Tenjinbashisuji 6-chome; lockers available for bags. Entry ¥600. Booking: Reserve time slot online (English site) to skip queue. With You + Nana Budget around £10.81 Rent kimono briefly for castle-to-city contrast photos.,Culture,https://maps.google.com/?cid=10674462834411964257,No
Takamura Wine & Coffee cupping flight,Day 3,You + Nana (invite Phil if in town),12:45-14:00 — Celebrate the journey with artisanal coffee cupping and light brunch in a lofted roastery.,Osaka,Taxi from W Osaka (10 min). Reserve tasting flight with seasonal beans. Booking: Book cupping session for two; pick up beans for home brewing. With You + Nana + Nicole + Ken Budget around £43.24 Book cupping flight; pick up natural wine gift.,Food,https://maps.google.com/?cid=18436798584987103295,No
Grand Front Osaka depachika safari,Day 3,You + Nana (invite Phil if in town),"14:15-15:30 — Sample patisserie, sake, and wagashi in Umekita Cellar while curating birthday dessert table.",Umeda,Walk from Takamura via Umeda Sky walkway; use lockers for purchases. Booking: None; consider Takashimaya card for discounts. With You + Nana Budget around £32.43 Grab PABLO mini cheesecakes for hotel snack stash.,Shopping,https://maps.google.com/?cid=10730928324569822745,No
HEP FIVE Ferris Wheel sky spin,Day 3,You + Nana (invite Phil if in town),16:00-16:45 — Enjoy crimson gondola views sweeping over Osaka before dusk.,Umeda,Ride from HEP FIVE 7F; use Amazing Pass if purchased. Booking: No booking; aim pre-sunset for short queue. With You + Nana Budget around £5.41 Snap timelapse for Japlan vlog intro.,Attractions,https://maps.google.com/?cid=12356348084046776944,No
Umeda Sky Building sunset cocktails,Day 3,You + Nana (invite Phil if in town),17:15-19:00 — Toast with sky-high cocktails as Osaka transitions from gold to neon at the Floating Garden Observatory.,Osaka,"JR Loop to Osaka Station; elevator + escalator to 39F. Entry ¥1,500 pp; bar menu extra. Booking: Pre-book sunset slot; bring smartphone gimbal for skyline shots. With You + Nana Budget around £32.43 Invite Osaka-based friends for golden hour cheers.",Viewpoint,https://maps.google.com/?cid=6323866581023509245,No
Nakazakicho twilight ramen at Human Beings Everybody Noodles,Day 3,You + Nana (invite Phil if in town),19:15-20:30 — Slurp creative ramen bowls in the indie Nakazakicho district after skyline views.,Osaka Kita,8-minute walk from Umeda Sky; tiny shop so queue expected ~20 minutes. Booking: No reservations; add name to list and explore vintage shops while waiting. With You + Nana Budget around £13.51 Order yuzu shio ramen for lighter finish before Monday adventure.,Food,https://maps.google.com/?cid=6418836266917594457,No
Arashiyama Bamboo Grove,Day 4,You + Nana,"06:30-07:30 — Catch the bamboo groves before crowds arrive, capturing misty light beams and atmospheric morning sounds.",Kyoto,Keihan to Demachiyanagi → Hankyu to Arashiyama (~60 min). Ride first Hankyu departure 05:30 to arrive pre-dawn. Booking: None; pack tripod and optional kimono rental from 8:00 onwards. With You + Nana Consider hiring local photographer for 07:00 mini-shoot.,Nature,https://maps.google.com/?cid=18131488233213033693,No
Tenryu-ji Temple & Sogenchi Garden,Day 4,You + Nana,"07:45-09:00 — Explore UNESCO Zen gardens glowing with momiji, and sip matcha overlooking the koi pond.",Kyoto,Entrance ¥500 + ¥300 for garden. Use north gate to exit directly into bamboo grove. Booking: Reserve shojin-ryori breakfast at Shigetsu for 8:00 seating if desired. With You + Nana Budget around £8.65 Check foliage reports for peak colour adjustments.,Culture,https://maps.google.com/?cid=14815785984447432896,No
Riverside soba at Arashiyama Yoshimura,Day 4,You + Nana,10:45-11:45 — Warm up with handmade soba and tempura while overlooking Togetsukyo Bridge from tatami seating.,Kyoto,"Add name to queue by 10:30; ask for second-floor window seat. Average spend ¥2,000 pp. Booking: No reservations; request English menu for seasonal soba. With You + Nana Budget around £21.62 Order yuba sashimi sampler to share.",Food,https://maps.google.com/?cid=14941654592724285625,No
Kimono Forest at Randen Arashiyama,Day 4,You + Nana,12:00-12:20 — Wander through 600 illuminated kimono poles—perfect midday photo op before heading south.,Kyoto,Free entry beside Randen tram station. Capture boomerang videos under the sky projection well. Booking: None. With You + Nana Pick favourite pattern for future custom yukata order.,Photo Spot,https://maps.google.com/?cid=14328627673236365801,No
Fushimi Inari Taisha golden hour climb,Day 4,You + Nana,"14:30-16:30 — Trace thousands of vermilion torii, pausing at Yotsutsuji for Kyoto panorama as lanterns begin to glow.",Kyoto,JR Nara Line to Inari (30 min). Climb to summit (~90 min round trip) with kitsune snack stops. Booking: None; consider renting kimono early morning for evening return photos. With You + Nana Shift to mid-afternoon for softer light; climb to Yotsutsuji then descend for tea.,Culture,https://maps.google.com/?cid=8870624639634301673,No
Gekkeikan Okura Sake Museum tasting flight,Day 4,You + Nana,"16:45-17:45 — Sample aged sake in the heart of Fushimi, blending history with guided tasting notes perfect for gifting.",Kyoto,"Walk 12 minutes from Inari to Chushojima area (or quick Keihan ride). Last tasting entry 19:00. Booking: Reserve premium tasting course (¥1,000) for English guide availability. With You + Nana Budget around £10.81 Ship bottle set to Nana’s apartment to avoid luggage weight.",Food & Drink,https://maps.google.com/?cid=9137465178982848979,No
Tsuen Tea master tasting,Day 4,You + Nana,"18:00-19:00 — Sip hand-whisked matcha and gyokuro flight at the world’s oldest tea shop, learning whisk techniques from tea masters.",Uji,"Located beside Uji Bridge; reserve tea experience (¥2,500 pp). Allow extra time to browse teaware. Booking: Book tasting counter 2 weeks ahead; request English notes. With You + Nana Budget around £27.03 Buy travel-friendly canisters for Tokyo friend gifts.",Food & Drink,https://maps.google.com/?cid=2102438674156082753,No
Kyoto Yakiniku Hiro (Shijo Kiyamachi),Day 4,You + Nana,19:30-21:00 — Indulge in wagyu lunch set with river views before heading back to Osaka.,Kyoto,"Reserve tatami booth; lunch set ~¥3,500 pp. Use luggage storage at ryokan until departure. Booking: Book via TableCheck; note allergy preferences. With You + Nana Budget around £37.84 Split premium platter to sample A5 cuts.",Food,https://maps.google.com/?cid=3280333615075260841,No
Hirakata T-SITE coworking lounge,Day 5,You + Nana (workday),08:30-12:30 — Settle into T-SITE’s airy 4F coworking zone with killer library aesthetics while Nana logs into the office nearby.,Hirakata,"5-minute walk from Hirakatashi Station. Day pass ¥1,650 with unlimited drip coffee. Booking: Reserve desk via Kansai Cowork app; request window seats. With You + Nana (working) Budget around £8.92 Nanako working day Print Disney/USJ booking confirmations using onsite printers.",Work Base,https://maps.google.com/?cid=17127482803001824153,No
Café & Meal MUJI Hirakata T-SITE,Day 5,You + Nana (workday),"12:30-13:15 — Healthy tray lunch of seasonal deli picks, miso soup, and yuzu soda to keep energy up mid-workday.",Hirakata,"Order 4-item plate (~¥1,100). Grab take-home snacks for train rides later in the week. Booking: No reservations; self-service ordering kiosk. With You + Nana Budget around £11.89 Nanako working day Check MUJI travel section for packing cubes before Tokyo.",Food,https://maps.google.com/?cid=17127482803001824153,No
Bear Paw Cafe mindful coffee break,Day 5,You + Nana (workday),15:30-16:00 — Swing by the kindness-powered Bear Paw Café for latte art and relaxing vibes.,Hirakata,10-minute walk from T-SITE; carry cashless payment. Booking: None; limited seating—consider take-out to T-SITE terrace. With You + Nana Budget around £9.73 Nanako working day Pick up postcard for Nicole and Ken’s arrival in Tokyo.,Food,https://maps.google.com/?cid=16452992468120160436,No
Gokurakuyu Hirakata evening soak,Day 5,You + Nana (workday),18:30-20:00 — Reward the workday with rotenburo and carbonated baths at the local sentō/spa complex.,Hirakata,"Short taxi from station (~¥700). Bring onsen kit; tattoos require cover stickers (available at front desk). Booking: No booking needed; entry ¥850 + ¥220 towel rental. With You + Nana Budget around £11.57 Nanako working day Try the salt sauna and schedule shoulder massage (+¥2,000).",Wellness,https://maps.google.com/?cid=7875082954910224352,No
Kushikatsu Tanaka Hirakata,Day 5,You + Nana (workday),"20:15-21:30 — Late-night skewers, DIY sauce, and highball towers steps from Nana’s station—casual, comforting, delicious.",Hirakata,"Book corner booth; share kushi-katsu set + cheese fondue skewers. Average spend ¥3,000 for two with drinks. Booking: Use Tabelog to secure 20:15 slot (English-friendly). With You + Nana Budget around £32.43 Nanako working day Ask staff about November limited-time skewers for birthday week inspiration.",Food,https://maps.google.com/?cid=12975794440701677436,No
Kuzuha Mall late-night prep run,Day 5,You + Nana (workday),"21:30-22:15 — Final stop for Heattech, birthday décor, and Shinkansen snacks.",Hirakata,Keihan line 3 minutes from Hirakatashi. Visit Loft + Kaldi Coffee Farm for treats. Booking: None. With You + Nana Budget around £64.86 Nanako working day Print Tokyo itinerary at Aeon copy station if needed.,Shopping,https://maps.google.com/?cid=18201673667111364488,No
Namba to Koyasan scenic ascent,Day 6,You + Nana,09:00-11:30 — Take the Nankai Limited Express to Gokurakubashi then cable car into the sacred mountain.,Koyasan,Reserve seats on Koya Limited Express; purchase Koyasan-World Heritage Ticket for discounts. Booking: Book train seats via Nankai app 30 days ahead. With You + Nana Budget around £37.84 Pack overnight bag only; send main luggage back to Agora via Yamato.,Transit,https://maps.google.com/?cid=6827252724861153154,No
Kongobu-ji painted screen walk,Day 6,You + Nana,12:30-13:30 — Admire fusuma paintings and Banryutei rock garden at the head temple of Shingon Buddhism.,Koyasan,"5-minute taxi from Koyasan Station; shoe lockers available. Booking: No reservations; entry ¥1,000 payable in cash. With You + Nana Budget around £10.81 Attend tea service if offered; mindful photography only.",Culture,https://maps.google.com/?cid=3067988105565081029,No
Eko-in Temple check-in & shojin dinner,Day 6,You + Nana,"15:30-19:30 — Settle into tatami room, join evening meditation, and savour plant-based kaiseki dinner.",Koyasan,Arrive by 15:00 for orientation; onsens available before dinner. Booking: Reserve Eko-in room with private bathroom via official site. With You + Nana Budget around £227.03 Note curfew at 21:00; prepare gratitude journal entry before lights out.,Lodging,https://maps.google.com/?cid=17557195955039242223,No
Okunoin lantern night walk,Day 6,You + Nana,"20:00-21:30 — Join guided torchlit stroll through Okunoin cemetery to Torodo Hall under 10,000 lanterns.",Koyasan,Meet at Eko-in lobby; wear warm layers and comfortable shoes. Booking: Book English night tour via temple concierge. With You + Nana Budget around £32.43 Observe silence at Kobo Daishi mausoleum; no flash photography.,Experience,https://maps.google.com/?cid=15489946718694438945,No
Eko-in morning meditation & goma fire,Day 7,You + Nana,06:00-07:30 — Participate in morning sutra chanting followed by goma fire ritual for safe travels.,Koyasan,Arrive at main hall 10 minutes early; sit seiza or use stools provided. Booking: Included with stay—confirm attendance night prior. With You + Nana Write prayer tablets for upcoming Tokyo meet-ups.,Wellness,https://maps.google.com/?cid=17557195955039242223,No
OMO7 Osaka by Hoshino Resorts check-in,Day 7,You + Nana,"13:30-14:00 — Shift to a design-forward stay with tatami lounges, onsen-style baths, and Osaka-focused concierge tours.",Osaka,"JR Kyoto Line to Tennoji (~45 min). Request skyline view room; enjoy welcome sweets. Booking: Stay Nov 20 only; add breakfast buffet and sauna package. With You + Nana Budget around £172.97 Drop luggage, enjoy sauna & lounge before bay outing.",Lodging,https://maps.google.com/?cid=10904178204825139386,No
Osaka Aquarium Kaiyukan twilight wander,Day 7,You + Nana,"16:00-18:30 — Marvel at whale sharks, jellyfish galaxy, and penguin habitats during evening lights.",Osaka Bay,JR Loop to Bentencho → Chuo Line to Osakako; store bags in lockers. Booking: Pre-book 16:00 timed tickets online to avoid queues. With You + Nana Budget around £29.19 Check feeding schedule; capture manta rays on slow-mo.,Attractions,https://maps.google.com/?cid=8035482904308493516,No
Tempozan Marketplace seaside dinner,Day 7,You + Nana,"18:45-20:00 — Share kushikatsu, takoyaki, and dessert crepes beside the harbour lights.",Osaka Bay,Walk 3 minutes from Kaiyukan; browse souvenir shops for nautical gifts. Booking: No booking; use Gurunavi coupons for dining deals. With You + Nana Budget around £21.62 Pick up Osaka Bay-themed trinkets for Nicole & Ken arrival.,Food,https://maps.google.com/?cid=7500308137477506974,No
Hirakata Park retro amusements,Day 7,You + Nana,"20:45-22:00 — Celebrate end of workweek with gentle coasters, Ferris wheel selfies, and warm crepes in the vintage amusement park.",Hirakata,"Discount twilight tickets from 15:00 (~¥1,500). Keep ride choices mild ahead of shinkansen weekend. Booking: Check seasonal illumination schedule; pre-book if limited. With You + Nana Budget around £16.22 Ride Sky Walker night loop before packing for Tokyo.",Experience,https://maps.google.com/?cid=6647979896880488689,No
Hirakata T-SITE cowork reset,Day 8,You + Nana (Nicole & Ken join evening),"08:00-11:00 — Return to favourite desks for focus time, finalise Tokyo to-do lists, and sync with friends online.",Hirakata,Grab corner booths with power outlets; schedule midday break at 11:30. Booking: Reuse multi-day pass for coworking discount. With You + Nana Budget around £8.92 Nanako working day Nanako logs into Friday stand-ups before departure.,Work Base,https://maps.google.com/?cid=17127482803001824153,No
Nozomi express northbound with ekiben,Day 8,You + Nana (Nicole & Ken join evening),12:00-14:30 — Ride Nozomi 20 from Shin-Osaka to Shinagawa with seasonal ekiben lunch and trip journaling.,Shinkansen,Reserve seats in car 12 for luggage; pick up ekiben at Shin-Osaka before boarding. Booking: Book via SmartEX; aim for 12:13 departure to arrive before check-in. With You + Nana Budget around £151.35 Nanako working day Share location with Nicole & Ken so they can meet at hotel lobby.,Transit,https://maps.google.com/?cid=4312131637787784911,No
sequence MIYASHITA PARK check-in,Day 8,You + Nana (Nicole & Ken join evening),14:45-15:15 — Drop bags at the design hotel hugging Miyashita Park—perfect base between Shibuya and Harajuku.,Tokyo,Nozomi 16 from Shin-Osaka (08:00-10:30). Early baggage drop available; request high-floor park view. Booking: Reserve 1 night (Nov 22) double room; ask for late checkout 12:00. With You + Nana Budget around £140.54 Nanako working day Request park-facing room; drop Nicole & Ken’s overnight bags.,Lodging,https://maps.google.com/?cid=9510849312829855018,No
Shibuya Crossing twilight photos,Day 8,You + Nana (Nicole & Ken join evening),16:00-16:45 — Capture multi-angle shots of the scramble from Magnet rooftop and street level.,Tokyo Shibuya,Use Magnet by Shibuya109 rooftop (¥600); coordinate with Nicole & Ken for meet-up. Booking: No booking; arrive 10 minutes early for rooftop slots. With You + Nana + Nicole + Ken Budget around £8.11 Nanako working day .,Attractions,https://maps.google.com/?cid=2370410330085837161,No
Shibuya 109 trend scout,Day 8,You + Nana (Nicole & Ken join evening),"16:45-18:15 — Browse Shibuya 109, uncover J-fashion collabs, and prep outfits for birthday party.",Tokyo Shibuya,Store luggage in hotel; use tax-free counters with passport. Booking: None; plan wishlist via Shibuya 109 app. With You + Nana + Nicole + Ken Budget around £64.86 Nanako working day Pick up matching accessories and limited-edition Shin merch.,Shopping,https://maps.google.com/?cid=6170678451487891570,No
Kaikaya by the Sea izakaya dinner,Day 8,You + Nana (Nicole & Ken join evening),19:00-21:00 — Celebrate reunion with creative seafood izakaya plates and sake flights.,Tokyo Shibuya,10-minute walk from hotel; bring cash for small dishes. Booking: Reserve tatami room for four; note shellfish allergies. With You + Nana + Nicole + Ken Budget around £108.11 Nanako working day Surprise Ken with mini dessert for his upcoming birthday.,Food,https://maps.google.com/?cid=11972321199625134092,No
Tokyo DisneySea adventure,Day 9,You + Nana + Nicole + Ken,"08:00-19:30 — Soar on Soaring, dive into Journey to the Center, and catch the evening Harbor of Dreams show with Christmas overlays.",Tokyo,"Resort line from Maihama Station; use Premier Access for Soaring + Journey to shorten queues. Booking: Buy 1-day passports (¥10,900 pp) + 2 Premier Access per headline attraction. With You + Nana + Nicole + Ken Budget around £235.68 Coordinate Genie Premier Access windows; matching earth-tone outfits.",Theme Park,https://maps.google.com/?cid=4703760703938833701,No
Disney Ambassador Hotel lounge reset,Day 9,You + Nana + Nicole + Ken,14:00-15:30 — Afternoon tea at Hyperion Lounge to recharge mid-park with seasonal desserts and photo ops.,Tokyo,5-minute walk from park entrance; deposit bags with bell desk before lounge visit. Booking: Reserve 14:00 seating via official app; note birthday celebration. With You + Nana + Nicole + Ken Budget around £86.49 Collect exclusive hotel pin for keepsake board.,Lodging,https://maps.google.com/?cid=6044710685353048397,No
MIMARU Tokyo Shinjuku WEST pajama party,Day 9,You + Nana + Nicole + Ken,"21:00-23:30 — Apartment-style suite with tatami bunk beds, kitchen for snacks, and board games for a nostalgic sleepover.",Tokyo,Taxi from Nihonbashi (~25 min). Request Pokémon-themed room if available. Booking: Book 2-bedroom suite for Nov 23; add breakfast basket. With You + Nana + Nicole + Ken Budget around £194.59 Set up board games and projector for post-park wind-down.,Lodging,https://maps.google.com/?cid=15607418906888136225,No
Toyosu Market sushi breakfast,Day 10,You + Nana + Nicole + Ken,07:30-09:00 — Queue early for Daiwa Sushi omakase and check rooftop gardens overlooking the bay.,Tokyo Toyosu,Yurikamome to Shijo-mae; arrive 07:00 to secure counter seats. Booking: Some stalls accept reservations—call ahead for group of four. With You + Nana + Nicole + Ken Budget around £86.49 Grab souvenir knives for cooking friends.,Food,https://maps.google.com/?cid=7225947371004553622,No
teamLab Planets TOKYO DMM,Day 10,You + Nana + Nicole + Ken,"09:30-11:30 — Barefoot, multi-sensory art spaces with mirrored water rooms—perfect for collaborative photos.",Tokyo,"Yurikamome to Shin-Toyosu. Bring small towel for water installations. Booking: Book 09:00 slot (¥3,800 pp). Add photo plan for digital downloads. With You + Nana + Nicole + Ken Budget around £82.16 Coordinate matching monochrome outfits for reflective shots.",Immersive Art,https://maps.google.com/?cid=7918542870314997282,No
Pokémon Café Nihonbashi,Day 10,You + Nana + Nicole + Ken,"12:30-14:00 — Adorable character plates, latte art, and special edition merch with tableside Pikachu show.",Tokyo,"5F Takashimaya annex; arrive 15 minutes early to check in. Average spend ¥3,000 pp. Booking: Reservations open exactly 31 days in advance at 18:00 JST—set reminder. With You + Nana + Nicole + Ken Budget around £64.86 Order seasonal dessert for Ken’s birthday shout-out.",Food,https://maps.google.com/?cid=4725603843889793061,No
Odaiba Seaside Park & Palette Town wheel,Day 10,You + Nana + Nicole + Ken,"15:00-17:00 — Stroll the waterfront, shop DiverCity, and ride the Daikanransha Ferris wheel at sunset.",Tokyo Odaiba,Yurikamome line from Toyosu; lockers available at Aqua City. Booking: Reserve priority gondola for golden hour views. With You + Nana + Nicole + Ken Budget around £21.62 Swing by Unicorn Gundam for photo op.,Attractions,https://maps.google.com/?cid=4053145678689472710,No
Karaoke Kan Shibuya all-out session,Day 10,You + Nana + Nicole + Ken,"20:00-22:30 — Sing through anime themes, K-pop, and nostalgic hits with drink package and custom cake delivery.",Tokyo,Reserve party room with neon lighting; bring Polaroid for instant keepsakes. Booking: Book 3-hour plan with unlimited soft drinks + two cocktails per person. With You + Nana + Nicole + Ken Budget around £97.30 Bring Polaroid for souvenir wall; celebrate Shin & your birthdays.,Nightlife,https://maps.google.com/?cid=7596898140513591090,No
Meiji Jingu morning blessing,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),"09:00-10:00 — Walk the forested approach, offer ema, and pick omamori for friends.",Tokyo Harajuku,Enter via Harajuku Station South Gate; cleanse at temizuya. Booking: No booking; avoid wedding procession lanes. With You + Nana + Nicole + Ken Budget around £5.41 Write wish for Nanako’s work balance and shared adventures.,Culture,https://maps.google.com/?cid=10361244767556222835,No
Afuri Harajuku yuzu ramen lunch,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),11:00-12:00 — Freshen up with light yuzu shio ramen and vegan seasonal bowls before diving into Takeshita chaos.,Tokyo,Order via vending machine; share karaage side. Seating limited—arrive before peak rush. Booking: No reservations; have Suica ready for quick payment. With You + Nana + Nicole + Ken Budget around £27.03 Nicole loves spicy—grab the tsukemen option for her.,Food,https://maps.google.com/?cid=14658399961265590294,No
Takeshita Street & Harajuku ateliers,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),"12:00-14:30 — Hop between Laforet pop-ups, 6%DOKIDOKI, and vintage sneaker shops while trying crepes and purikura booths.",Tokyo,Create shared AirDrop album for haul photos. Visit Moshi Moshi Box for free Wi-Fi & maps. Booking: Book 15:00 purikura slot at NOA Café for group shots. With You + Nana + Nicole + Ken Budget around £108.11 Add Soosh + 6%DOKIDOKI + Kiddy Land map pins.,Shopping,https://maps.google.com/?cid=14032878377351675573,No
Cat Street design crawl,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),"14:30-15:30 — Stroll Cat Street boutiques for indie fashion, vintage denim, and café pop-ups.",Tokyo Harajuku,Walk toward Omotesando; stop by Ragtag and vintage sneaker shops. Booking: None; plan 15:00 coffee stop at The Roastery by Nozy. With You + Nana + Nicole + Ken Budget around £27.03 Scout gift for Bayliss at Japanese design stores.,Shopping,https://maps.google.com/?cid=5056390973891085264,No
Daikanyama T-Site slow brew,Day 11,You + Nana + Nicole + Ken + James (+ Phil evening),16:00-17:00 — Sip slow-drip coffee among Tsutaya’s curated stacks and vinyl corner.,Tokyo Daikanyama,Walk 10 minutes from Shibuya or ride Tokyu Toyoko line. Booking: No booking; reserve reading table via app if staying longer. With You + Nana + Nicole + Ken Budget around £13.51 Pick up photobooks for Japlan scrapbooking.,Food,https://maps.google.com/?cid=16984859993834332588,No
